name,city,region,distance_km,bus_time,latitude,longitude,address,type,stars,website,coordinates_valid
N/A,N/A,Niedersachsen,187.21,3h 7m,53.0057939,7.329392,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.21,3h 7m,53.005616,7.3295707,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.22,3h 7m,53.0055565,7.3293921,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.22,3h 7m,53.0056313,7.3294058,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.22,3h 7m,53.0056342,7.3293627,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.24,3h 7m,53.0055084,7.3290436,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.24,3h 7m,53.0055788,7.3290565,N/A,unknown,N/A,N/A,Yes
Pension Frisia,Norden,Niedersachsen,187.25,3h 7m,53.6196368,7.1575745,"Norddeicher Straße, 201, 26506, Norden",guest_house,N/A,https://pension-frisia.de/,Yes
N/A,N/A,Schleswig-Holstein,187.31,3h 7m,54.9232788,8.3147737,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,187.32,3h 7m,54.9233536,8.3148434,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.32,3h 7m,53.6169989,7.1564573,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.32,3h 7m,53.6169499,7.1563498,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.33,3h 7m,53.6169199,7.156204,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.33,3h 7m,53.6169728,7.1563202,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.33,3h 7m,53.617092,7.1563373,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.33,3h 7m,53.6170159,7.1562639,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.33,3h 7m,53.6170428,7.1562293,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,187.34,3h 7m,54.9233843,8.3144308,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.34,3h 7m,53.6169632,7.1561482,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.34,3h 7m,53.6175597,7.1560781,N/A,unknown,N/A,N/A,Yes
Gästehaus Kasten,N/A,Niedersachsen,187.34,3h 7m,53.3624386,7.1807643,N/A,guest_house,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,187.34,3h 7m,54.9234591,8.3145005,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.36,3h 7m,53.6177729,7.1558121,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.37,3h 7m,53.6173933,7.1556992,N/A,unknown,N/A,N/A,Yes
Haus Sonnendüne,Norderney,Niedersachsen,187.38,3h 7m,53.7135937,7.1631274,"Emsstraße, 16, 26548, Norderney",guest_house,N/A,https://www.sonnenduene-norderney.de/,Yes
N/A,N/A,Niedersachsen,187.39,3h 7m,53.6163105,7.1553249,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.39,3h 7m,53.6162674,7.15538,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.39,3h 7m,53.6162975,7.1552959,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.39,3h 7m,52.4821969,7.8292588,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.39,3h 7m,53.6173793,7.1553135,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.39,3h 7m,53.6176065,7.1554332,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.39,3h 7m,53.6184741,7.1554257,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.4,3h 7m,53.6183048,7.155276,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.4,3h 7m,53.616377,7.1551942,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.4,3h 7m,52.4820833,7.8292736,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.4,3h 7m,53.61625,7.1551723,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.4,3h 7m,52.4822618,7.8290065,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.4,3h 7m,52.4821937,7.8291933,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.4,3h 7m,52.4822274,7.8291889,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.4,3h 7m,53.6174462,7.1552251,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.4,3h 7m,53.6162017,7.155234,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.4,3h 7m,52.4822188,7.8290121,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.4,3h 7m,53.6162596,7.1551936,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.41,3h 7m,52.4820798,7.829202,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.41,3h 7m,52.4823058,7.8288614,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.41,3h 7m,52.4822551,7.828868,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.41,3h 7m,53.6163339,7.1550985,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.41,3h 7m,52.4820474,7.8292063,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.41,3h 7m,53.6173644,7.1550493,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.41,3h 7m,52.4823011,7.828765,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.41,3h 7m,52.4824349,7.8286902,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.41,3h 7m,52.482429,7.8285681,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.41,3h 7m,52.4822878,7.8287667,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.41,3h 7m,53.6172975,7.1551377,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.41,3h 7m,53.6186574,7.1550973,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.41,3h 7m,53.6185937,7.155041,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.42,3h 7m,52.4820321,7.8288908,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.42,3h 7m,53.6173168,7.1548489,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.42,3h 7m,52.4822851,7.8287098,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.42,3h 7m,52.4820973,7.8288823,N/A,unknown,N/A,N/A,Yes
Hiidhus,N/A,Schleswig-Holstein,187.42,3h 7m,54.925192,8.3166269,N/A,guest_house,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.42,3h 7m,52.4823722,7.8284758,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.42,3h 7m,52.482377,7.8285748,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.42,3h 7m,53.6172311,7.154954,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.43,3h 7m,53.6171411,7.1547456,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.43,3h 7m,53.6171375,7.1546851,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.43,3h 7m,53.6171558,7.1547275,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.43,3h 7m,53.6187321,7.1548572,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.43,3h 7m,52.482195,7.8284989,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.43,3h 7m,53.618664,7.154797,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.43,3h 7m,52.4822014,7.8286305,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.43,3h 7m,53.6173658,7.1546881,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.43,3h 7m,53.6172884,7.1547831,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.43,3h 7m,52.4820858,7.8286456,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.44,3h 7m,53.6172271,7.1545998,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.44,3h 7m,53.6172201,7.1545837,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.44,3h 7m,53.6184991,7.1546512,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.45,3h 7m,53.6172928,7.1545191,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.49,3h 7m,53.6109616,7.153647,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.5,3h 7m,53.6109286,7.1535976,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.5,3h 7m,53.6108412,7.1534669,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.5,3h 7m,53.6108939,7.1535457,N/A,unknown,N/A,N/A,Yes
Gasthaus Norddeich,N/A,Niedersachsen,187.51,3h 7m,53.610197,7.1533307,N/A,hotel,N/A,N/A,Yes
Henzehof,Bevern,Niedersachsen,187.51,3h 7m,51.8971079,9.4686625,"Lange Straße, 10, 37639, Bevern",guest_house,N/A,http://www.bio-hannover.de/scripts/basics/bio-hannover/news/basics.prg?a_no=1431,Yes
N/A,N/A,Niedersachsen,187.52,3h 7m,53.6111879,7.1532192,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.53,3h 7m,53.6110675,7.1530391,N/A,unknown,N/A,N/A,Yes
Hotel Seewind,Norden,Niedersachsen,187.56,3h 7m,53.6088065,7.1525851,"Itzendorfplate, 14, 26506, Norden",hotel,N/A,https://www.hotel-seewind.de/,Yes
N/A,N/A,Niedersachsen,187.58,3h 7m,52.3026369,8.1140602,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.58,3h 7m,52.3025727,8.1141262,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.59,3h 7m,52.3026307,8.1138212,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.59,3h 7m,52.3025711,8.1140648,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.6,3h 7m,52.3025171,8.1138291,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.6,3h 7m,53.7079815,7.1589902,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.6,3h 7m,52.3025184,8.1138777,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.61,3h 7m,52.3022109,8.1141512,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.61,3h 7m,53.7080911,7.1588722,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.61,3h 7m,53.7079863,7.1588588,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.61,3h 7m,53.7082673,7.1590009,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.62,3h 7m,53.7082692,7.158823,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.62,3h 7m,53.7080328,7.1588038,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.62,3h 7m,53.7080943,7.1588105,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.63,3h 7m,53.7080361,7.1585541,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.63,3h 7m,53.7082725,7.1585759,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.63,3h 7m,52.3022044,8.1138994,N/A,unknown,N/A,N/A,Yes
Haus am Eberbach,Stadtoldendorf,Niedersachsen,187.71,3h 7m,51.8793946,9.6318135,"Linnenkämper Straße, 26, 37627, Stadtoldendorf",hotel,N/A,https://www.haus-am-eberbach.de/,Yes
DJH Jugendherberge Norderney,Norderney,Niedersachsen,187.79,3h 7m,53.70736,7.15608,"Mühlenstraße, 1, 26548, Norderney",hostel,N/A,https://www.jugendherberge.de/700,Yes
Reinders' Hotel,Norden,Niedersachsen,187.85,3h 7m,53.6112392,7.1482697,"Deichstraße, 16, 26506, Norden",hotel,N/A,https://www.nordseetraum.de/reinders-hotel/,Yes
N/A,N/A,Niedersachsen,187.86,3h 7m,51.8943611,10.5206081,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.86,3h 7m,51.8944482,10.5209965,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.87,3h 7m,51.894263,10.5206659,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.87,3h 7m,51.8943501,10.5210541,N/A,unknown,N/A,N/A,Yes
Bed&Breakfast Flechum,Haselünne,Niedersachsen,187.87,3h 7m,52.70731,7.5546281,"Am Sandpool, 46, 49740, Haselünne",guest_house,N/A,https://www.bb-flechum.de/,Yes
Landhaus Lohmann,N/A,Niedersachsen,187.91,3h 7m,53.6045471,7.1471553,N/A,guest_house,N/A,N/A,Yes
N/A,N/A,Mecklenburg-Vorpommern,187.92,3h 7m,53.2896709,12.7938929,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Mecklenburg-Vorpommern,187.92,3h 7m,53.2908342,12.7941175,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Mecklenburg-Vorpommern,187.92,3h 7m,53.2898676,12.7939309,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Mecklenburg-Vorpommern,187.92,3h 7m,53.2899112,12.7939393,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Mecklenburg-Vorpommern,187.92,3h 7m,53.2909641,12.7941425,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.94,3h 7m,51.9017401,9.3992687,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.94,3h 7m,51.9016721,9.3994081,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.95,3h 7m,51.9015894,9.3993022,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Mecklenburg-Vorpommern,187.95,3h 7m,53.2896228,12.7942121,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.95,3h 7m,51.9016574,9.3991628,N/A,unknown,N/A,N/A,Yes
Schloss Semlow,N/A,Mecklenburg-Vorpommern,187.96,3h 7m,54.1792809,12.6554663,N/A,hotel,N/A,http://www.schloss-semlow.de/uebernachten/,Yes
N/A,N/A,Niedersachsen,187.98,3h 7m,53.705596,7.1529161,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,187.98,3h 7m,54.936114,8.3277073,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.98,3h 7m,53.70548,7.1529723,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.99,3h 7m,53.7057813,7.1528392,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,187.99,3h 7m,54.9361369,8.3276098,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,187.99,3h 7m,53.705681,7.1528877,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,187.99,3h 7m,54.9361719,8.3276347,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,187.99,3h 7m,54.9362329,8.3277918,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.0,3h 8m,53.705647,7.1526868,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,188.0,3h 7m,54.9361397,8.3272939,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.0,3h 7m,53.7055639,7.152727,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.0,3h 8m,53.7055361,7.1526146,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.0,3h 7m,53.7056115,7.152704,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.01,3h 8m,53.7053969,7.1524827,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.01,3h 8m,53.705636,7.1525662,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,188.01,3h 8m,54.9362358,8.3273624,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.02,3h 8m,53.7056929,7.1523178,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Mecklenburg-Vorpommern,188.02,3h 8m,53.2896601,12.7954144,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Mecklenburg-Vorpommern,188.02,3h 8m,53.2904566,12.7955744,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.02,3h 8m,53.7056014,7.1523621,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,188.02,3h 8m,54.9363178,8.3272458,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,188.02,3h 8m,54.9363549,8.3272722,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,188.02,3h 8m,54.9362236,8.3269365,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,188.02,3h 8m,54.9363062,8.3271423,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,188.02,3h 8m,54.936337,8.3271642,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.02,3h 8m,53.7055048,7.1524304,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Mecklenburg-Vorpommern,188.03,3h 8m,53.2897141,12.7954935,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,188.03,3h 8m,54.9363358,8.3270163,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Mecklenburg-Vorpommern,188.03,3h 8m,53.2897425,12.795535,N/A,unknown,N/A,N/A,Yes
Amalienhof,Rechlin,Mecklenburg-Vorpommern,188.04,3h 8m,53.3821587,12.8189252,"Amalienhof, 10, 17248, Rechlin",guest_house,N/A,https://amalienhof.info/Das-Ferienhaus,Yes
N/A,N/A,Mecklenburg-Vorpommern,188.04,3h 8m,53.2906814,12.7958892,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Mecklenburg-Vorpommern,188.05,3h 8m,53.2908382,12.7961087,N/A,unknown,N/A,N/A,Yes
Pension Mammut,Stadtoldendorf,Niedersachsen,188.06,3h 8m,51.8759103,9.6356622,"Yorck-Straße, 5, 37627, Stadtoldendorf",guest_house,N/A,https://www.fpmammut.de/,Yes
Hotel Borchers,N/A,Niedersachsen,188.07,3h 8m,52.9628659,7.3426413,N/A,hotel,3,https://hotelborchers.de/,Yes
N/A,N/A,Mecklenburg-Vorpommern,188.13,3h 8m,54.3205524,12.5542599,N/A,unknown,N/A,N/A,Yes
schmiede1860,Schloen-Dratow,Mecklenburg-Vorpommern,188.13,3h 8m,53.5124823,12.8383992,"Dorfstraße, 5, 17192, Schloen-Dratow",guest_house,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.14,3h 8m,53.7063962,7.1506285,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.14,3h 8m,53.7065919,7.150623,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Mecklenburg-Vorpommern,188.14,3h 8m,54.3205425,12.5544189,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.15,3h 8m,53.7066767,7.1504907,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Mecklenburg-Vorpommern,188.15,3h 8m,54.320849,12.554314,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.15,3h 8m,53.4484297,7.1530117,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.15,3h 8m,53.7065767,7.150553,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.15,3h 8m,53.706692,7.1505607,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.16,3h 8m,53.706676,7.1503192,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Mecklenburg-Vorpommern,188.16,3h 8m,54.3208391,12.554473,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.16,3h 8m,53.7063275,7.1502963,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.16,3h 8m,53.4484556,7.1527532,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.16,3h 8m,53.4485141,7.1528295,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.16,3h 8m,53.4482931,7.1528334,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.16,3h 8m,53.4483341,7.1527448,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.17,3h 8m,53.7066641,7.1502661,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.17,3h 8m,53.448475,7.1527111,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.17,3h 8m,53.4483949,7.1526065,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.17,3h 8m,53.4483749,7.1526498,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.17,3h 8m,53.4483329,7.152595,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.17,3h 8m,53.4482901,7.1526875,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.17,3h 8m,53.7067268,7.1502865,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.17,3h 8m,53.7067149,7.1502335,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.18,3h 8m,53.7066135,7.1501273,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,188.24,3h 8m,54.9360787,8.3206309,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,188.24,3h 8m,54.9374171,8.3239281,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,188.24,3h 8m,54.937546,8.3241694,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.24,3h 8m,52.1947635,8.3185992,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,188.24,3h 8m,54.9374703,8.3241131,N/A,unknown,N/A,N/A,Yes
Hotel Südblick,N/A,Niedersachsen,188.24,3h 8m,53.7047457,7.1488567,26548,hotel,N/A,https://hotelsuedblick.de/,Yes
N/A,N/A,Schleswig-Holstein,188.25,3h 8m,54.9375297,8.324002,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,188.25,3h 8m,54.936186,8.3206921,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,188.25,3h 8m,54.9374393,8.3238191,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,188.25,3h 8m,54.9375247,8.3238879,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,188.25,3h 8m,54.9375114,8.323938,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,188.25,3h 8m,54.9375776,8.3240364,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.26,3h 8m,52.1943711,8.3191238,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.26,3h 8m,52.1943398,8.3190641,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.26,3h 8m,52.1949202,8.3177008,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.26,3h 8m,51.8853852,10.4723136,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.26,3h 8m,52.1949713,8.317608,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.26,3h 8m,52.1949645,8.3177067,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.26,3h 8m,52.1949764,8.3175341,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.26,3h 8m,52.1942896,8.3191285,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.27,3h 8m,52.1949314,8.3175256,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.27,3h 8m,52.1948709,8.3176943,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.27,3h 8m,52.1945573,8.3184543,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.27,3h 8m,51.8852695,10.4721427,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.27,3h 8m,51.8853042,10.4724575,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.27,3h 8m,51.8852886,10.4721088,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.27,3h 8m,51.8852449,10.4719469,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.27,3h 8m,51.8852178,10.4720042,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,188.27,3h 8m,54.9361682,8.320155,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.27,3h 8m,52.1948094,8.317736,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.27,3h 8m,52.1942765,8.3189429,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.27,3h 8m,52.1948776,8.3175155,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.27,3h 8m,52.1948664,8.3177432,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.27,3h 8m,52.1942287,8.3190067,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.28,3h 8m,51.8851163,10.4718965,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.28,3h 8m,52.1942398,8.3188686,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.28,3h 8m,52.1948555,8.3174667,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.28,3h 8m,51.8851644,10.4721896,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Schleswig-Holstein,188.28,3h 8m,54.9362755,8.3202162,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.28,3h 8m,51.8851742,10.4721721,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.28,3h 8m,52.1948798,8.3174697,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.28,3h 8m,51.8851748,10.4722664,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.28,3h 8m,51.8851487,10.4718278,N/A,unknown,N/A,N/A,Yes
N/A,N/A,Niedersachsen,188.28,3h 8m,51.8851667,10.4719589,N/A,unknown,N/A,N/A,Yes
